movie2director_id,movie_id,director_id,genre
137,1918307,237473,Action
138,1919846,41939,Action
139,1919853,41939,Action
140,1919898,271025,Action
141,1924755,31460,Action
142,1924959,14380,Action
143,1927338,170040,Action
144,1927339,88848,Action
145,1927950,298771,Action
146,1928609,255144,Action
147,1932235,182942,Action
148,1932393,119790,Action
149,1934260,45642,Action
150,1939369,78540,Action
151,1939762,248492,Action
152,1939775,155392,Action
153,1939900,146286,Action
154,1942083,120629,Action
155,1943961,184413,Action
156,1945855,98630,Action
157,1946327,295352,Action
158,1946379,109735,Action
159,1950946,192819,Action
160,1952847,232620,Action
161,1953106,302682,Action
162,1955207,274002,Action
163,1957184,247236,Action
164,1963417,292753,Action
165,1964074,137722,Action
166,1965261,129113,Action
167,1965516,227338,Action
168,1966580,275755,Action
169,1966583,275755,Action
170,1968813,247236,Action
171,1971149,78050,Action
172,1971707,112712,Action
173,1971707,142980,Action
174,1971712,203354,Action
175,1972287,39944,Action
176,1972324,109735,Action
177,1972854,108911,Action
178,1978309,10177,Action
179,1980149,51115,Action
180,1982903,258197,Action
181,1983617,155535,Action
182,1987547,240297,Action
183,1987607,298771,Action
184,1991646,209654,Action
185,1991951,75298,Action
186,1992217,170452,Action
187,1992335,264169,Action
188,1992459,150884,Action
189,1994418,117295,Action
190,1995121,31499,Action
191,1996223,178314,Action
192,1998427,78412,Action
193,1998427,297918,Action
194,1999241,75298,Action
195,1999623,191991,Action
196,1999628,189093,Action
197,1999634,92,Action
198,2004435,285051,Action
199,2005469,101620,Action
200,2009281,37587,Action
201,2009507,746,Action
202,2012468,124080,Action
203,2013009,302973,Action
204,2014240,275755,Action
205,2018026,252882,Action
206,2019104,32111,Action
207,2030427,142160,Action
208,2030843,178409,Action
209,2032743,213822,Action
210,2034166,78050,Action
211,2034464,260322,Action
212,2034473,260322,Action
213,2037451,138597,Action
214,2040763,91135,Action
215,2040764,91135,Action
216,2040765,91135,Action
217,2046161,89882,Action
218,2048624,6057,Action
219,2054459,162891,Action
220,2054549,102268,Action
221,2056752,40434,Action
222,2056849,120788,Action
223,2057285,302989,Action
224,2068316,124034,Action
225,2070468,263287,Action
226,2072519,106208,Action
227,2073156,120386,Action
228,2074015,245889,Action
229,2075324,233838,Action
230,2075452,278493,Action
231,2079616,197327,Action
232,2080444,198401,Action
233,2082758,205585,Action
234,2104410,185309,Action
235,2106940,180080,Action
236,2107343,117915,Action
237,2107847,298771,Action
238,2109077,170415,Action
239,2124042,234788,Action
240,2124042,257600,Action
241,2124355,70986,Action
242,2124357,70986,Action
243,2124358,70986,Action
244,2124359,70986,Action
245,2125784,98630,Action
246,2131729,109735,Action
247,2133276,222400,Action
248,2133798,7335,Action
249,2134027,279661,Action
250,2134924,45642,Action
251,2134924,278226,Action
252,2138727,120788,Action
253,2140999,269513,Action
254,2148037,184466,Action
255,2148039,184466,Action
256,2148040,184466,Action
257,2148040,202897,Action
258,2150224,218785,Action
259,2159085,161376,Action
260,2162869,70986,Action
261,2163340,142138,Action
262,2163370,151314,Action
263,2164174,260285,Action
264,2168282,181508,Action
265,2169199,19935,Action
266,2170415,196351,Action
267,2170555,42738,Action
268,2172947,32490,Action
269,2173344,280494,Action
270,2173361,260285,Action
271,2176174,296303,Action
272,2177836,305385,Action
273,2177839,120635,Action
274,2177983,64003,Action
275,2177992,298771,Action
276,2181898,225247,Action
277,2181907,236460,Action
278,2183016,156982,Action
279,2183675,97356,Action
280,2184999,7366,Action
281,2185015,157643,Action
282,2190354,115803,Action
283,2190603,161376,Action
284,2195009,24036,Action
285,2196039,280968,Action
286,2199969,247850,Action
287,2210356,169615,Action
288,2210356,196811,Action
289,2210872,23861,Action
290,2212660,39944,Action
291,2213122,211360,Action
292,2213866,70782,Action
293,2216295,94760,Action
294,2216316,118604,Action
295,2217717,193246,Action
296,2222143,17382,Action
297,2229656,123402,Action
298,2232299,120635,Action
299,2232980,17382,Action
300,2234951,52776,Action
301,2235378,297265,Action
302,2236888,51827,Action
303,2236888,296516,Action
304,2240178,258118,Action
305,2240566,213822,Action
306,2244271,75298,Action
307,2251547,200697,Action
308,2252485,224478,Action
309,2255035,157634,Action
310,2255064,157634,Action
311,2257033,151499,Action
312,2257904,55402,Action
313,2257905,55402,Action
314,2258079,115814,Action
315,2262464,279609,Action
316,2263670,264169,Action
317,2265452,247127,Action
318,2266691,108594,Action
319,2266691,303156,Action
320,2269366,184135,Action
321,2271870,115048,Action
322,2273044,180080,Action
323,2273048,120788,Action
324,2288828,260322,Action
325,2289279,128558,Action
326,2290129,166840,Action
327,2290136,55449,Action
328,2290316,149249,Action
329,2294518,184198,Action
330,2295106,85889,Action
331,2296667,88781,Action
332,2304264,137348,Action
333,2305587,44035,Action
334,2305976,228322,Action
335,2306194,285051,Action
336,2306197,139740,Action
337,2306201,65302,Action
338,2308476,304410,Action
339,2308730,17871,Action
340,2309076,88781,Action
341,2310236,255028,Action
342,2312345,89882,Action
343,2312692,297774,Action
344,2312819,57090,Action
345,2312897,145362,Action
346,2313093,124171,Action
347,2313464,225247,Action
348,2316029,118604,Action
349,2324123,260322,Action
350,2327816,73412,Action
351,2335038,103083,Action
352,2338199,55449,Action
353,2338707,209484,Action
354,2338708,255028,Action
355,2338711,106208,Action
356,2338714,209484,Action
357,2339477,67866,Action
358,2344573,7366,Action
359,2345742,151314,Action
360,2345742,278493,Action
361,2349163,77032,Action
362,2349784,290097,Action
363,2351693,227338,Action
364,2351904,192338,Action
365,2355625,60979,Action
366,2356134,12251,Action
367,2360108,16157,Action
368,2360973,247236,Action
369,2365078,75298,Action
370,2365920,69549,Action
371,2366246,70782,Action
372,2366248,180294,Action
373,2366403,28822,Action
374,2366408,28822,Action
375,2369317,89864,Action
376,2370423,295459,Action
377,2371602,199043,Action
378,2371610,250665,Action
379,2371611,182921,Action
380,2371648,88284,Action
381,2371651,42495,Action
382,2371654,88284,Action
383,2371705,182921,Action
384,2371726,164445,Action
385,2371778,164445,Action
386,2371786,139740,Action
387,2371787,172392,Action
388,2372068,78050,Action
389,2372328,201570,Action
390,2372407,285051,Action
391,2373434,131391,Action
392,2375846,260603,Action
393,2377877,64303,Action
394,2378594,116640,Action
395,2380932,124171,Action
396,2384418,268114,Action
397,2384520,70986,Action
398,2384532,70986,Action
399,2384532,158093,Action
400,2384535,158093,Action
401,2384536,91135,Action
402,2385207,95767,Action
403,2385772,68638,Action
404,2390996,161227,Action
405,2392001,180603,Action
406,2395255,269416,Action
407,2396366,244351,Action
408,2396390,117873,Action
409,2398900,17579,Action
410,2398907,219877,Action
411,2398908,97562,Action
412,2401441,276654,Action
413,2401724,242208,Action
414,2401750,39629,Action
415,2402234,159007,Action
416,2404464,57090,Action
417,2404464,180080,Action
418,2405559,133692,Action
419,2406475,58826,Action
420,2406475,138254,Action
421,2408096,198738,Action
422,2408482,279609,Action
423,2408762,73412,Action
424,2409051,73412,Action
425,2409402,46944,Action
426,2412638,298652,Action
427,2412945,82548,Action
428,2413536,196811,Action
429,2414225,151963,Action
430,2414767,73318,Action
431,2415946,106208,Action
432,2421254,228909,Action
433,2421914,86654,Action
434,2422396,45542,Action
435,2422818,255127,Action
436,2422996,220729,Action
437,2423002,218240,Action
438,2423004,195164,Action
439,2426553,4164,Action
440,2427282,9273,Action
441,2428934,28945,Action
442,2432049,23861,Action
443,2434561,89882,Action
444,2434795,62087,Action
445,2435881,70782,Action
446,2437062,103109,Action
447,2437320,281106,Action
448,2437452,230426,Action
449,2437630,116937,Action
450,2438716,165862,Action
451,2438827,75895,Action
452,2439860,155392,Action
453,2439860,167193,Action
454,2441476,252439,Action
455,2443509,180080,Action
456,2443522,154406,Action
457,2445287,25401,Action
458,2445390,88781,Action
459,2445390,261563,Action
460,2445527,44035,Action
461,2445832,271407,Action
462,2445853,117774,Action
463,2446494,12677,Action
464,2446501,12677,Action
465,2449747,170452,Action
466,2452617,111350,Action
467,2452768,8343,Action
468,2452768,173879,Action
469,2452768,205819,Action
470,2452768,294974,Action
471,2452768,303824,Action
472,2453333,260322,Action
473,2454636,265382,Action
474,2456019,6523,Action
475,2456181,123878,Action
476,2456292,170389,Action
477,2456586,109735,Action
478,2456944,169847,Action
479,2457188,39944,Action
480,2457464,288437,Action
481,2457464,288438,Action
482,2458457,115990,Action
483,2459369,253795,Action
484,2460384,258859,Action
485,2460410,302514,Action
486,2461085,305750,Action
487,2461086,305750,Action
488,2461385,290612,Action
489,2461485,103083,Action
490,2461598,297459,Action
491,2462106,160908,Action
492,2462153,38785,Action
493,2463620,171117,Action
494,2463622,239051,Action
495,2464699,75298,Action
496,2465773,78050,Action
497,2465893,155280,Action
498,2466403,213822,Action
499,2466643,297265,Action
500,2468093,234788,Action
501,2468209,5049,Action
502,2468209,196351,Action
503,2468266,55703,Action
504,2468663,124171,Action
505,2469602,290492,Action
506,2470444,282151,Action
507,2470520,223394,Action
508,2472391,91117,Action
509,2473638,110667,Action
510,2474020,19189,Action
511,2474065,131735,Action
512,2474888,98451,Action
513,2475166,200697,Action
514,2476119,179335,Action
515,2476233,87113,Action
516,2477403,191991,Action
517,2477986,146286,Action
518,2478286,305962,Action
519,2480572,161871,Action
520,2480579,176771,Action
521,2481073,97356,Action
522,2482887,170040,Action
523,2484656,39629,Action
524,2485393,115990,Action
525,2486246,106208,Action
526,2486283,116803,Action
527,2486283,137338,Action
528,2486285,116803,Action
529,2486285,137338,Action
530,2486286,116803,Action
531,2486286,137338,Action
532,2486655,252075,Action
533,2486817,123878,Action
534,2488375,129452,Action
535,2491068,112768,Action
536,2491565,179970,Action
537,2492725,211555,Action
538,2494140,9131,Action
539,2497499,34572,Action
540,2499488,237483,Action
541,2500886,302682,Action
542,2503584,124171,Action
543,2504449,27271,Action
544,2504449,99697,Action
545,2504449,286906,Action
546,2507383,278538,Action
547,2508020,55449,Action
548,2508020,129138,Action
549,2508265,260603,Action
550,2509455,247289,Action
551,2509841,85889,Action
552,2509841,90796,Action
553,2509841,175013,Action
554,2510683,285051,Action
555,2518451,39629,Action
556,2518905,266780,Action
557,2519338,149249,Action
558,2520706,158773,Action
559,2520706,297510,Action
560,2520712,37587,Action
561,2520896,1756,Action
562,2522318,28822,Action
563,2524549,191112,Action
564,2524640,14380,Action
565,2531457,62087,Action
566,2531460,192819,Action
567,2533451,75298,Action
568,2533992,78050,Action
569,2533997,232274,Action
570,2540794,41939,Action
571,2548449,157523,Action
572,2548478,35022,Action
573,2550559,127519,Action
574,2556055,42098,Action
575,2556792,302870,Action
576,2558138,55703,Action
577,2558138,228322,Action
578,2561802,57090,Action
579,2565487,124034,Action
580,2569556,64664,Action
581,2569583,117915,Action
582,2570013,259027,Action
583,2570785,121794,Action
584,2571296,231151,Action
585,2571358,59455,Action
586,2571358,293085,Action
587,2576718,220520,Action
588,2577075,136660,Action
589,2577314,254763,Action
590,2578330,118759,Action
591,2583695,38785,Action
592,2583966,158572,Action
593,2585507,149249,Action
594,1674388,115990,Adventure
595,1677631,148294,Adventure
596,1684486,153377,Adventure
597,1684486,261605,Adventure
598,1687730,240297,Adventure
599,1689183,160252,Adventure
600,1689210,209133,Adventure
601,1690318,101761,Adventure
602,1705196,163979,Adventure
603,1713183,50946,Adventure
604,1713183,193333,Adventure
605,1713499,116956,Adventure
606,1715025,96107,Adventure
607,1715025,127600,Adventure
608,1715025,165371,Adventure
609,1716020,157027,Adventure
610,1716020,238574,Adventure
611,1718342,106006,Adventure
612,1724180,198038,Adventure
613,1724180,293168,Adventure
614,1725774,161871,Adventure
615,1726934,27271,Adventure
616,1726934,99697,Adventure
617,1727885,184465,Adventure
618,1732496,61210,Adventure
619,1732496,131633,Adventure
620,1748196,199896,Adventure
621,1748219,184466,Adventure
622,1748996,200260,Adventure
623,1749731,304410,Adventure
624,1749735,304410,Adventure
625,1749737,304410,Adventure
626,1753266,293168,Adventure
627,1756051,100012,Adventure
628,1756391,148294,Adventure
629,1759983,64247,Adventure
630,1759983,133347,Adventure
631,1759983,135849,Adventure
632,1759983,192209,Adventure
633,1760386,263287,Adventure
634,1763877,39750,Adventure
635,1763883,39750,Adventure
636,1773944,273467,Adventure
637,1788314,184710,Adventure
638,1792102,217454,Adventure
639,1792102,242345,Adventure
640,1792349,273467,Adventure
641,1795157,20255,Adventure
642,1795698,117761,Adventure
643,1797365,157634,Adventure
644,1801936,275252,Adventure
645,1802287,157470,Adventure
646,1812202,117224,Adventure
647,1813663,27289,Adventure
648,1821807,292450,Adventure
649,1823865,260322,Adventure
650,1825348,214082,Adventure
651,1832852,279430,Adventure
652,1837340,10450,Adventure
653,1838481,80882,Adventure
654,1847080,55703,Adventure
655,1848859,263287,Adventure
656,1853531,87752,Adventure
657,1861004,28945,Adventure
658,1867752,13312,Adventure
659,1869304,215255,Adventure
660,1876090,152211,Adventure
661,1879599,156841,Adventure
662,1879599,305551,Adventure
663,1883527,85889,Adventure
664,1884286,257078,Adventure
665,1889850,118604,Adventure
666,1892010,236460,Adventure
667,1895425,149633,Adventure
668,1897778,260322,Adventure
669,1919947,121483,Adventure
670,1922571,114305,Adventure
671,1924700,28945,Adventure
672,1930942,85889,Adventure
673,1931213,121794,Adventure
674,1931235,29481,Adventure
675,1933552,97642,Adventure
676,1940121,305753,Adventure
677,1941011,116837,Adventure
678,1942625,143399,Adventure
679,1942758,250260,Adventure
680,1943718,15282,Adventure
681,1945816,298935,Adventure
682,1946023,39750,Adventure
683,1950688,297265,Adventure
684,1950689,161376,Adventure
685,1950690,215854,Adventure
686,1958267,208963,Adventure
687,1967290,216920,Adventure
688,1971929,70110,Adventure
689,1972108,156904,Adventure
690,1980073,85881,Adventure
691,1992600,218940,Adventure
692,1994580,158093,Adventure
693,1996222,178314,Adventure
694,1996275,50946,Adventure
695,1996275,193333,Adventure
696,2005467,52953,Adventure
697,2006320,77536,Adventure
698,2006322,73753,Adventure
699,2006660,143399,Adventure
700,2006702,131735,Adventure
701,2007305,260322,Adventure
702,2017211,122575,Adventure
703,2024833,157634,Adventure
704,2031233,263287,Adventure
705,2046051,34185,Adventure
706,2047096,118604,Adventure
707,2047331,248272,Adventure
708,2048619,260322,Adventure
709,2050380,217675,Adventure
710,2053107,23861,Adventure
711,2057859,131735,Adventure
712,2058680,260322,Adventure
713,2070627,274699,Adventure
714,2071915,243331,Adventure
715,2072508,54305,Adventure
716,2072508,245549,Adventure
717,2072510,106208,Adventure
718,2077306,112944,Adventure
719,2091255,41852,Adventure
720,2091255,130253,Adventure
721,2094683,8349,Adventure
722,2096794,37760,Adventure
723,2103144,115808,Adventure
724,2103866,96107,Adventure
725,2103866,127600,Adventure
726,2103866,165371,Adventure
727,2103975,70986,Adventure
728,2106899,214082,Adventure
729,2109093,154945,Adventure
730,2112515,224927,Adventure
731,2117637,247236,Adventure
732,2128890,243574,Adventure
733,2131017,112943,Adventure
734,2131017,123726,Adventure
735,2136125,33534,Adventure
736,2138299,40901,Adventure
737,2147404,225613,Adventure
738,2147404,287748,Adventure
739,2153110,66373,Adventure
740,2165318,180080,Adventure
741,2173343,245549,Adventure
742,2177959,64003,Adventure
743,2182361,186516,Adventure
744,2183254,97642,Adventure
745,2183254,132520,Adventure
746,2188028,275755,Adventure
747,2189721,15635,Adventure
748,2189721,53910,Adventure
749,2190371,117905,Adventure
750,2191997,161897,Adventure
751,2193422,247850,Adventure
752,2201125,178312,Adventure
753,2206541,15282,Adventure
754,2216145,227131,Adventure
755,2217530,12931,Adventure
756,2228369,263287,Adventure
757,2228704,247344,Adventure
758,2250593,58711,Adventure
759,2252075,231217,Adventure
760,2253332,37121,Adventure
761,2257129,45158,Adventure
762,2257265,96107,Adventure
763,2257265,127600,Adventure
764,2257265,142263,Adventure
765,2257265,165371,Adventure
766,2261598,83109,Adventure
767,2261598,114412,Adventure
768,2261598,127600,Adventure
769,2261598,142263,Adventure
770,2261598,165371,Adventure
771,2261598,231132,Adventure
772,2261598,250638,Adventure
773,2263331,244016,Adventure
774,2265771,91540,Adventure
775,2265771,99484,Adventure
776,2266891,108594,Adventure
777,2266891,303156,Adventure
778,2268776,5798,Adventure
779,2275543,117295,Adventure
780,2285997,72782,Adventure
781,2287637,135547,Adventure
782,2296892,112593,Adventure
783,2299999,190139,Adventure
784,2300104,121483,Adventure
785,2300351,192621,Adventure
786,2305197,215030,Adventure
787,2305466,299207,Adventure
788,2305931,227332,Adventure
789,2305974,33684,Adventure
790,2321373,268114,Adventure
791,2321444,58826,Adventure
792,2323351,17680,Adventure
793,2323351,70851,Adventure
794,2333344,169006,Adventure
795,2334876,149633,Adventure
796,2335622,8349,Adventure
797,2339491,99032,Adventure
798,2354464,37121,Adventure
799,2357424,144427,Adventure
800,2365142,221538,Adventure
801,2365297,33684,Adventure
802,2365844,148294,Adventure
803,2369519,145141,Adventure
804,2371052,227131,Adventure
805,2371502,55750,Adventure
806,2371603,199043,Adventure
807,2371692,297774,Adventure
808,2372234,41939,Adventure
809,2379184,185384,Adventure
810,2381959,265383,Adventure
811,2383956,128805,Adventure
812,2383956,190755,Adventure
813,2388702,8343,Adventure
814,2394293,46944,Adventure
815,2396330,35541,Adventure
816,2396330,160252,Adventure
817,2405780,106015,Adventure
818,2405835,39629,Adventure
819,2406259,229392,Adventure
820,2406308,109500,Adventure
821,2406458,17579,Adventure
822,2406479,177028,Adventure
823,2406749,123878,Adventure
824,2407308,38785,Adventure
825,2408389,227332,Adventure
826,2413457,23000,Adventure
827,2413457,228922,Adventure
828,2414153,143399,Adventure
829,2415964,154945,Adventure
830,2419964,46229,Adventure
831,2424023,115808,Adventure
832,2424023,206452,Adventure
833,2428475,269613,Adventure
834,2429382,34004,Adventure
835,2434412,23000,Adventure
836,2434412,228922,Adventure
837,2434412,263128,Adventure
838,2435394,6301,Adventure
839,2435974,120788,Adventure
840,2437170,263287,Adventure
841,2437383,46148,Adventure
842,2437988,70986,Adventure
843,2438568,265382,Adventure
844,2438760,50946,Adventure
845,2438760,175884,Adventure
846,2438760,183443,Adventure
847,2438760,193333,Adventure
848,2444223,172086,Adventure
849,2444351,206452,Adventure
850,2446151,134302,Adventure
851,2446368,227332,Adventure
852,2446369,258859,Adventure
853,2451456,5201,Adventure
854,2451456,185384,Adventure
855,2452910,14791,Adventure
856,2453421,200094,Adventure
857,2459227,130820,Adventure
858,2459965,292674,Adventure
859,2460383,85387,Adventure
860,2460406,38319,Adventure
861,2460422,89098,Adventure
862,2461620,184465,Adventure
863,2461621,166840,Adventure
864,2463129,67488,Adventure
865,2463462,141967,Adventure
866,2463462,265382,Adventure
867,2463462,305307,Adventure
868,2464994,123404,Adventure
869,2464994,131735,Adventure
870,2465321,183021,Adventure
871,2469053,46170,Adventure
872,2469053,117293,Adventure
873,2469053,293168,Adventure
874,2469104,227131,Adventure
875,2472465,163749,Adventure
876,2472465,227332,Adventure
877,2472465,263128,Adventure
878,2472467,37612,Adventure
879,2472467,91540,Adventure
880,2473215,137348,Adventure
881,2473798,22622,Adventure
882,2473798,84899,Adventure
883,2473798,137226,Adventure
884,2473798,210747,Adventure
885,2473798,253828,Adventure
886,2474705,146598,Adventure
887,2474705,286731,Adventure
888,2476335,179325,Adventure
889,2476415,29496,Adventure
890,2477732,23669,Adventure
891,2479393,87006,Adventure
892,2479771,14663,Adventure
893,2479771,141967,Adventure
894,2479989,85572,Adventure
895,2482834,151963,Adventure
896,2482984,260322,Adventure
897,2483674,227332,Adventure
898,2487726,33684,Adventure
899,2493444,58206,Adventure
900,2493444,85984,Adventure
901,2493444,157914,Adventure
902,2493444,270776,Adventure
903,2493444,285767,Adventure
904,2495779,247236,Adventure
905,2498766,4930,Adventure
906,2503087,97642,Adventure
907,2507690,229234,Adventure
908,2507787,117086,Adventure
909,2512048,153377,Adventure
910,2512050,31746,Adventure
911,2512050,153377,Adventure
912,2512050,280572,Adventure
913,2514980,293515,Adventure
914,2518423,113016,Adventure
915,2525874,19104,Adventure
916,2525874,39601,Adventure
917,2528406,207801,Adventure
918,2539567,224053,Adventure
919,2545380,149633,Adventure
920,2551718,5049,Adventure
921,2554996,232934,Adventure
922,2558123,234677,Adventure
923,2559217,198038,Adventure
924,2559217,293168,Adventure
925,2559217,305550,Adventure
926,2559217,305551,Adventure
927,2560598,77485,Adventure
928,2567099,247236,Adventure
929,2571413,8349,Adventure
930,2580619,73929,Adventure
931,2583701,192819,Adventure
932,2587077,186318,Adventure
933,2587077,218353,Adventure
934,2587976,184465,Adventure
935,2592334,151963,Adventure
936,1685493,209133,Animation
937,1687191,85288,Animation
938,1712152,306351,Animation
939,1716019,27271,Animation
940,1716019,99697,Animation
941,1716019,148405,Animation
942,1722181,14791,Animation
943,1724179,27271,Animation
944,1753348,4621,Animation
945,1753348,10292,Animation
946,1753348,110186,Animation
947,1753348,114567,Animation
948,1753348,231132,Animation
949,1753348,242929,Animation
950,1753348,299697,Animation
951,1759851,277909,Animation
952,1759851,297767,Animation
953,1807444,69336,Animation
954,1812255,198151,Animation
955,1812255,269172,Animation
956,1815267,163303,Animation
957,1815267,209133,Animation
958,1820400,96107,Animation
959,1820400,127600,Animation
960,1820400,165371,Animation
961,1837323,209133,Animation
962,1878658,129118,Animation
963,1889253,133216,Animation
964,1895159,10292,Animation
965,1895159,77506,Animation
966,1895159,83109,Animation
967,1895159,127600,Animation
968,1895159,142263,Animation
969,1895159,231132,Animation
970,1895159,250638,Animation
971,1928004,176503,Animation
972,1930793,4621,Animation
973,1930793,10292,Animation
974,1930793,20202,Animation
975,1930793,83109,Animation
976,1930793,110234,Animation
977,1930793,114412,Animation
978,1930793,127600,Animation
979,1930793,165371,Animation
980,1930793,231132,Animation
981,1930793,242929,Animation
982,1930793,250638,Animation
983,1930810,4621,Animation
984,1930810,33163,Animation
985,1930810,33164,Animation
986,1930810,37612,Animation
987,1930810,98593,Animation
988,1930810,99484,Animation
989,1930810,108515,Animation
990,1930810,123404,Animation
991,1933191,267081,Animation
992,2018220,217163,Animation
993,2098630,151240,Animation
994,2121501,151240,Animation
995,2151740,54859,Animation
996,2151740,96107,Animation
997,2151740,142263,Animation
998,2151740,165371,Animation
999,2151740,180191,Animation
1000,2167372,96107,Animation
1001,2167372,127600,Animation
1002,2167372,142263,Animation
1003,2167372,165371,Animation
1004,2255408,145348,Animation
1005,2318730,127600,Animation
1006,2318730,142263,Animation
1007,2318730,165371,Animation
1008,2318730,231132,Animation
1009,2354271,96107,Animation
1010,2357543,55828,Animation
1011,2357543,110186,Animation
1012,2357543,127600,Animation
1013,2357543,189652,Animation
1014,2357543,211359,Animation
1015,2357543,250638,Animation
1016,2362207,87706,Animation
1017,2362207,127600,Animation
1018,2364498,209403,Animation
1019,2373364,69637,Animation
1020,2373364,127081,Animation
1021,2443380,277909,Animation
1022,2443380,297767,Animation
1023,2447164,228922,Animation
1024,2451832,50946,Animation
1025,2451832,193333,Animation
1026,2462515,248272,Animation
1027,2476743,27271,Animation
1028,2483470,228922,Animation
1029,2485327,83109,Animation
1030,2485327,96107,Animation
1031,2485327,142263,Animation
1032,2485327,231132,Animation
1033,2485327,302514,Animation
1034,2485682,81150,Animation
1035,2494787,209133,Animation
1036,2500735,27271,Animation
1037,2500735,99697,Animation
1038,2567467,304410,Animation
1039,2571635,227332,Animation
1040,1672580,297253,Comedy
1041,1673658,155385,Comedy
1042,1673848,133605,Comedy
1043,1677011,116812,Comedy
1044,1677258,99002,Comedy
1045,1677516,93316,Comedy
1046,1678591,180207,Comedy
1047,1679029,273029,Comedy
1048,1679507,218108,Comedy
1049,1682657,246101,Comedy
1050,1682746,103623,Comedy
1051,1685309,50232,Comedy
1052,1686209,263166,Comedy
1053,1687685,211360,Comedy
1054,1688103,50838,Comedy
1055,1688103,57086,Comedy
1056,1689117,22397,Comedy
1057,1689475,158093,Comedy
1058,1690377,46148,Comedy
1059,1690616,172841,Comedy
1060,1690773,30905,Comedy
1061,1690958,73705,Comedy
1062,1691685,147610,Comedy
1063,1692173,119306,Comedy
1064,1692404,202269,Comedy
1065,1692580,126123,Comedy
1066,1693225,87513,Comedy
1067,1693225,114305,Comedy
1068,1693348,120788,Comedy
1069,1694647,31542,Comedy
1070,1696165,167296,Comedy
1071,1696168,230426,Comedy
1072,1696396,240713,Comedy
1073,1697674,154286,Comedy
1074,1698492,241412,Comedy
1075,1699876,103623,Comedy
1076,1703410,262657,Comedy
1077,1703469,305962,Comedy
1078,1704569,249737,Comedy
1079,1704571,202706,Comedy
1080,1706079,259027,Comedy
1081,1706140,73908,Comedy
1082,1708982,236779,Comedy
1083,1709892,123871,Comedy
