movie_id,year,isEnglish,country,runningtime
1727348,4,1,2,2
1727413,3,1,1,1
1727885,4,1,2,1
1728742,4,1,3,2
1728802,4,1,2,3
1728889,2,1,2,2
1728948,2,1,2,3
1729005,4,1,2,2
1729026,4,1,2,3
1729240,4,1,2,3
1729260,4,1,2,2
1729569,4,1,2,1
1729818,3,1,2,2
1730457,1,1,1,0
1730566,4,1,2,2
1730640,4,1,2,3
1730836,4,1,1,3
1730975,3,1,2,1
1731412,4,1,2,2
1731505,2,1,1,1
1731582,4,1,2,2
1732344,4,0,3,2
1732496,4,1,2,1
1732658,4,1,2,3
1732858,4,1,2,3
1733111,3,0,3,3
1733479,3,1,2,3
1733566,4,1,2,3
1734162,4,1,2,1
1734321,4,1,2,3
1734369,3,0,3,2
1734803,4,1,2,2
1735791,4,1,2,2
1736211,4,1,2,3
1736268,4,1,2,3
1736362,4,1,2,1
1736592,4,1,2,2
1736794,4,1,2,3
1737340,2,1,2,3
1737713,4,0,3,2
1737766,3,1,2,2
1738481,4,1,2,3
1740732,4,1,2,2
1740752,4,1,2,3
1740811,3,1,2,1
1741487,4,1,3,1
1741682,4,1,2,3
1742509,3,1,3,2
1743028,3,1,2,1
1743689,3,0,3,2
1743852,3,1,2,3
1744178,4,1,1,1
1744391,3,1,2,3
1744809,4,1,2,1
1744811,4,1,2,1
1745406,4,1,2,2
1745530,3,1,2,1
1746382,4,1,2,3
1746829,4,1,2,3
1747382,4,0,3,2
1747494,4,1,2,1
1747545,4,1,1,1
1747649,4,1,2,2
1747899,4,0,3,3
1748196,4,1,3,1
1748219,4,1,3,2
1748315,2,1,2,1
1748317,3,1,2,2
1748754,4,1,2,2
1748996,4,1,2,1
1749026,4,1,2,2
1749222,4,0,3,1
1749247,3,1,2,2
1749438,1,1,2,0
1749683,4,1,2,2
1749731,4,1,2,3
1749735,4,1,2,2
1749737,4,1,2,3
1749806,4,1,1,2
1749891,4,1,2,3
1750364,4,1,2,3
1750424,4,1,2,2
1750510,4,1,2,2
1750660,4,1,2,2
1750728,4,1,2,1
1750816,4,1,3,2
1751059,4,0,3,1
1751071,3,1,2,1
1751872,4,1,3,3
1753266,4,1,2,1
1753348,2,1,2,1
1753400,4,1,2,3
1753578,3,1,2,1
1753695,4,1,2,2
1753837,4,0,3,3
1753860,4,0,3,3
1754754,4,0,2,2
1754799,4,1,2,2
1754884,3,1,0,2
1755112,4,1,2,2
1755524,3,1,2,2
1755813,4,1,3,1
1756051,4,1,3,1
1756391,3,1,1,3
1756768,4,1,2,3
1756902,4,1,2,2
1756980,4,1,2,2
1757342,4,1,2,3
1757347,4,1,2,3
1757367,4,1,2,3
1757378,4,1,2,3
1757423,4,1,2,1
1757485,4,1,2,1
1757698,3,1,2,2
1757893,4,1,2,3
1758003,1,1,2,1
1758767,3,1,2,2
1758856,4,1,1,1
1759189,2,1,1,1
1759448,4,1,2,3
1759573,4,1,2,3
1759654,4,1,1,2
1759685,4,1,1,1
1759736,1,1,2,0
1759851,4,1,2,1
1759983,4,1,2,1
1760306,4,1,2,1
1760386,3,1,2,3
1760449,4,1,1,2
1760586,4,1,3,2
1760752,4,1,2,1
1760876,4,1,2,2
1760927,4,1,2,2
1760978,4,0,3,3
1762161,4,1,1,3
1762174,4,1,2,3
1762229,3,1,2,3
1762644,4,1,2,2
1762654,3,1,2,2
1762853,3,0,0,2
1763019,4,1,3,2
1763083,4,1,2,3
1763465,3,1,2,3
1763653,3,1,2,1
1763877,3,1,2,1
1763883,4,1,2,1
1763910,4,1,2,2
1763974,4,1,1,2
1764861,4,1,3,1
1765082,4,1,2,1
1765108,4,1,2,1
1765164,4,1,2,1
1765347,4,1,2,1
1765652,4,1,2,3
1765787,4,1,2,1
1765789,4,1,2,1
1765811,4,1,2,2
1765827,4,1,3,2
1766407,4,1,2,2
1766427,4,1,2,1
1766849,4,1,1,2
1766884,3,1,2,0
1767110,4,1,2,2
1767151,3,1,2,3
1767537,4,1,1,2
1768211,4,0,3,2
1768389,4,1,2,3
1768698,4,1,2,3
1769145,4,1,2,1
1769408,4,1,2,1
1769766,4,1,2,2
1769840,4,1,2,2
1770285,4,1,2,2
1770807,3,1,2,2
1771528,4,1,2,1
1771672,4,1,3,1
1771673,4,1,2,1
1772092,4,1,2,1
1772500,4,1,2,3
1772651,3,1,2,3
1772934,4,1,3,3
1773358,4,1,0,3
1773436,4,1,2,1
1773944,4,1,2,1
1774349,4,1,2,1
1775245,4,1,2,1
1775382,4,1,2,1
1775563,1,1,1,0
1775747,3,1,2,2
1775854,2,1,1,1
1776052,4,1,2,3
1776063,3,1,2,3
1776173,3,1,2,2
1776338,4,1,2,1
1776407,4,1,2,3
1776556,3,1,2,1
1776732,4,1,2,2
1776893,4,1,2,1
1777297,4,1,2,2
1777374,4,1,3,2
1777932,3,1,2,1
1778025,3,1,2,1
1778258,3,1,2,2
1778411,4,1,2,2
1778413,3,1,3,2
1778514,2,1,2,2
1778536,4,1,2,1
1778697,4,1,2,1
1778699,4,1,2,1
1779176,4,1,2,3
1779201,3,1,1,3
1779349,4,1,2,2
1779361,3,1,2,3
1779474,3,1,2,2
1779735,4,1,2,2
1779757,4,1,2,1
1779835,4,1,2,3
1779868,4,1,2,1
1779914,2,1,2,1
1780022,4,1,2,3
1780595,4,1,2,2
1780992,4,0,3,2
1781241,3,1,2,3
1781274,4,1,2,1
1781295,4,1,2,2
1781303,4,1,2,1
1781518,4,1,2,3
1781597,4,1,2,3
1781603,3,1,2,1
1783029,3,1,2,3
1783282,4,1,2,3
1783500,4,1,2,3
1783641,4,1,2,1
1783685,4,1,2,1
1783892,4,1,2,1
1784206,4,1,2,2
1784275,2,1,2,2
1784416,3,1,2,1
1784663,3,0,3,0
1784877,4,1,2,1
1785170,4,1,2,2
1785251,4,1,2,3
1785265,3,1,2,3
1785529,4,1,2,2
1785755,4,1,2,2
1786099,4,1,2,1
1786124,4,1,2,3
1786136,4,1,2,1
1786142,4,1,2,1
1786183,4,1,2,1
1786236,4,1,2,3
1786413,4,1,2,2
1786566,4,1,3,2
1786921,4,1,1,2
1787090,4,1,2,3
1787149,4,1,1,3
1787428,2,1,3,1
1787511,3,1,2,3
1787525,4,1,2,3
1787603,3,1,2,2
1787911,4,1,3,3
1788165,3,1,2,2
1788314,4,1,2,1
1788621,4,1,3,1
1788624,2,1,2,1
1788628,4,1,2,2
1788636,2,1,2,1
1788817,2,1,1,1
1789015,4,1,2,2
1789145,4,1,2,2
1789259,4,1,2,3
1789269,2,1,2,2
1789692,4,1,2,3
1789747,4,1,2,3
1789910,4,1,2,2
1790007,4,1,2,2
1790082,4,1,3,1
1790311,4,1,2,1
1790523,3,1,2,3
1790530,1,0,3,1
1790753,3,1,1,2
1790780,4,1,2,3
1790984,4,1,1,2
1791085,4,1,2,2
1792102,3,1,2,2
1792218,2,1,2,1
1792281,4,0,3,1
1792349,4,1,2,1
1792523,4,1,3,2
1792625,4,1,2,3
1792713,4,1,2,1
1793297,4,1,2,2
1793433,4,1,2,1
1793451,4,1,2,2
1793604,4,1,2,2
1794215,4,0,3,2
1794255,4,1,2,2
1794772,3,1,2,3
1795157,4,1,2,1
1795427,3,1,2,1
1795631,4,1,2,1
1795698,3,1,2,3
1795997,4,1,1,1
1796704,4,1,2,2
1796731,4,0,0,2
1797365,3,1,3,3
1797386,4,0,3,1
1798275,3,1,2,3
1798372,4,1,2,1
1798632,3,1,2,2
1799339,4,1,2,1
1799603,4,0,3,1
1801311,4,1,2,2
1801574,4,1,2,1
1801936,3,1,1,2
1802055,4,1,2,2
1802058,4,1,2,1
1802287,3,0,3,1
1802676,3,1,2,2
1802677,4,1,2,3
1803115,2,1,1,3
1803357,4,1,1,2
1803905,4,1,1,1
1803921,4,1,3,2
1804232,4,1,2,3
1804427,3,0,0,3
1804484,4,1,1,1
1804630,3,1,2,2
1804779,4,0,0,2
1804898,3,1,2,1
1804923,4,1,2,1
1804924,4,1,2,1
1804925,4,1,2,1
1804947,4,0,3,2
1805163,4,1,2,1
1805225,3,1,2,2
1805246,4,1,2,2
1805273,4,1,1,3
1805799,2,1,2,2
1806151,4,1,2,3
1806217,4,1,2,2
1806794,3,1,2,2
1806845,3,1,2,3
1806896,3,1,2,2
1806914,4,1,2,1
1806940,4,1,3,1
1807303,4,1,2,3
1807444,4,1,2,1
1807562,4,1,2,3
1807863,2,1,2,3
1808298,4,1,0,1
1808524,4,1,2,3
1808813,4,1,2,1
1809047,4,1,2,3
1809149,4,0,3,3
1809197,4,1,1,3
1809724,4,0,0,3
1809864,4,0,0,1
1809984,4,1,2,2
1809998,4,1,2,2
1810092,4,1,2,1
1811382,4,0,3,2
1811626,3,1,2,3
1811722,3,1,1,3
1812202,3,1,2,1
1812255,3,1,2,1
1812450,4,1,2,2
1812490,4,1,2,3
1813663,4,1,2,1
1815267,4,1,1,1
1815901,4,1,2,1
1815914,4,1,2,1
1815915,4,1,1,1
1816153,4,1,2,3
1816171,3,1,2,1
1816175,4,1,2,1
1816176,4,1,2,1
1816182,3,1,1,1
1816238,4,1,3,2
1816379,4,1,2,2
1816691,3,1,2,3
1816742,4,1,0,2
1817535,3,1,2,1
1817898,4,1,2,1
1818342,3,1,2,3
1818562,4,1,2,2
1819155,4,1,2,2
1819411,4,0,3,2
1819870,3,0,3,3
1820147,4,0,3,2
1820288,2,1,2,3
1820400,2,1,2,1
1821008,4,1,3,2
1821229,4,1,1,1
1821599,2,1,2,3
1821619,4,1,2,2
1821739,4,1,2,3
1821769,2,1,2,1
1821807,4,1,2,3
1821852,4,1,3,3
1821917,4,1,2,2
1822415,4,1,2,2
1822607,3,1,2,2
1822639,3,1,2,1
1822675,4,1,2,2
1823008,4,1,3,2
1823101,4,1,2,2
1823223,4,1,2,3
1823361,4,1,2,2
1823486,4,1,3,3
1823740,4,1,2,3
1823753,4,1,1,2
1823865,3,1,2,3
1824615,4,1,2,2
1824623,4,1,2,2
1824685,3,0,0,1
1824923,4,1,2,3
1824929,1,1,2,1
1825343,4,1,2,3
1825348,4,1,2,3
1826286,4,1,2,1
1826962,3,1,2,1
1827008,4,1,2,3
1827432,3,1,2,3
1827800,4,1,2,3
1828055,4,0,3,3
1828413,3,1,2,3
1828447,3,1,2,3
1828716,4,1,2,1
1829030,3,1,2,1
1829152,3,1,2,2
1829153,4,1,2,2
1829283,4,0,3,3
1829882,4,1,2,3
1830096,3,1,2,3
1830116,4,1,2,1
1830497,4,1,3,1
1830531,3,1,1,1
1830564,4,1,2,1
1831084,4,1,2,2
1831363,3,1,2,1
1831593,4,1,2,3
1831790,4,1,2,3
1831904,4,0,0,3
1832668,3,1,2,1
1832720,4,1,2,3
1832832,3,1,2,3
1832852,4,1,2,2
1832872,4,1,2,1
1832956,4,1,2,3
1833143,4,1,2,1
1833175,4,1,2,3
1833995,4,1,2,3
1834154,4,0,3,1
1834266,4,1,3,2
1834632,4,1,0,3
1835117,3,1,2,2
1835175,4,1,3,3
1835296,3,0,0,3
1835442,4,1,2,3
1835618,4,1,1,2
1836147,4,1,2,2
1836375,4,1,2,3
1836516,4,1,3,2
1836984,4,1,2,3
1837323,4,1,1,1
1837340,2,1,2,1
1837467,3,1,2,3
1837469,4,1,2,1
1837764,4,1,2,2
1837962,4,1,2,2
1837991,4,1,2,2
1838160,4,1,2,3
1838360,4,1,3,2
1838411,4,0,3,3
1838481,4,1,3,2
1838568,4,0,3,1
1838619,4,1,2,3
1838773,3,1,1,3
1838850,2,1,2,1
1839137,4,1,0,1
1839311,4,1,2,2
1839442,4,1,2,3
1839754,4,1,3,2
1840524,4,1,3,1
1840882,3,1,2,1
1841896,4,1,2,1
1842580,3,1,2,2
1842584,4,1,2,3
1843039,4,0,0,3
1843756,4,1,2,2
1843757,4,1,2,2
1844312,4,0,3,3
1844854,2,1,2,1
1844997,4,1,2,1
1845075,4,0,3,3
1846390,3,1,2,2
1846990,4,1,2,3
1847035,4,1,2,2
1847048,4,1,3,3
1847051,4,1,2,2
1847080,4,1,2,3
1847235,4,1,3,1
1847595,4,1,2,3
1847692,4,1,2,2
1847699,4,1,2,1
1847722,4,1,2,3
1847739,4,1,2,2
1848628,4,1,2,2
1848859,3,1,2,1
1849147,4,1,3,3
1849156,2,1,2,1
1850182,3,0,3,3
1851750,4,0,3,1
1851871,4,0,3,3
1852854,4,1,2,2
1852976,3,1,2,1
1853052,4,1,2,3
1853104,4,1,2,3
1853531,2,1,2,3
1854045,4,1,2,3
1854142,3,1,2,1
1854166,4,1,2,2
1854233,4,1,2,2
1856252,4,1,2,2
1856325,4,1,3,2
1856595,4,1,2,3
1856608,4,1,1,3
1856613,4,1,2,2
1856672,3,1,2,1
1856727,4,1,2,3
1856731,4,1,2,3
1856763,4,1,3,3
1856939,4,1,2,1
1857326,4,1,2,1
1857496,4,1,2,1
1857769,4,1,2,3
1857796,4,1,2,1
1858038,4,1,2,2
1858357,3,1,2,1
1858361,4,1,2,1
1858362,4,1,2,2
1858363,3,1,2,1
1858364,4,1,2,1
1858396,4,1,1,2
1858463,4,1,3,2
1859092,4,1,2,2
1859351,4,1,2,2
1859542,4,1,2,2
1859617,4,1,2,3
1859753,4,0,2,2
1860181,4,1,2,3
1860327,4,1,2,1
1860806,4,0,0,2
1861004,3,1,2,3
1861112,4,0,3,2
1861202,4,1,2,2
1861514,4,1,2,3
1862412,4,1,2,1
1864055,4,0,3,3
1864846,4,1,3,3
1866000,4,1,0,3
1866391,4,0,3,1
1866400,2,0,3,3
1867752,3,0,3,1
1868310,4,1,2,2
1868312,4,1,2,1
1868890,4,1,2,2
1869010,4,1,2,2
1869092,4,1,2,2
1869304,2,1,2,1
1869461,4,1,2,2
1869771,3,0,3,2
1870038,4,1,0,2
1870132,3,1,2,2
1870151,4,1,2,1
1870221,4,1,2,1
1870751,2,1,1,1
1870798,4,1,2,2
1871727,4,1,2,2
1871833,2,1,2,2
1872091,4,1,3,1
1872587,4,1,0,1
1872662,4,1,2,2
1873263,3,0,3,3
1874279,4,1,2,3
1874284,4,1,2,3
1874295,4,1,2,3
1875013,4,0,0,3
1875764,4,0,3,2
1875962,4,0,3,1
1876090,1,0,3,3
1878227,4,0,3,1
1878537,4,1,1,2
1878658,3,1,2,1
1878669,4,1,2,1
1879298,3,1,2,3
1879358,4,1,3,2
1879599,4,1,2,1
1879793,4,0,3,3
1880202,4,1,2,2
1880648,4,1,3,1
1880846,4,1,2,3
1881802,4,1,3,1
1881868,3,0,0,3
1883153,4,1,2,3
1883527,3,1,2,3
1883528,4,1,2,1
1883660,3,1,2,3
1883995,3,1,2,3
1884087,4,1,3,1
1884286,4,1,2,3
1885039,4,1,2,3
1885177,4,0,1,3
1885734,4,1,2,2
1886005,4,1,2,1
1887066,4,1,2,3
1888780,4,1,3,1
1888811,2,1,2,3
1888823,4,1,2,2
1889009,4,1,2,1
1889253,4,1,2,1
1889491,4,1,2,1
1889579,4,1,2,2
1889621,4,1,2,3
1889788,4,1,2,1
1890357,3,1,1,3
1890437,3,1,2,1
1890515,2,1,2,1
1890516,3,1,1,1
1890522,4,1,2,3
1890588,4,1,2,1
1890829,4,1,2,2
1891484,4,1,2,1
1891605,4,1,2,1
1891649,4,1,2,2
1891803,4,1,2,1
1892010,3,1,2,2
1892794,4,1,2,1
1892991,4,1,2,2
1893207,4,1,2,2
1893210,4,1,2,2
1893245,4,1,2,2
1893343,4,1,2,2
1893483,4,1,2,2
1893657,4,1,2,1
1894338,2,1,2,1
1894453,4,1,2,1
1894619,2,1,2,3
1894753,4,1,2,3
1895102,4,1,2,3
1895159,2,1,2,1
1895286,3,1,2,3
1895298,4,0,3,2
1895425,4,1,2,1
1896345,4,1,2,3
1896980,4,1,2,3
1897539,3,0,3,3
1897778,3,1,2,3
1898323,3,1,2,1
1898372,3,1,2,3
1898449,4,1,1,2
1898539,2,1,2,3
1898779,3,1,2,1
1898814,3,1,2,1
1898971,3,1,2,1
1899694,4,1,2,1
1899730,4,1,2,3
1899741,4,1,2,1
1899769,4,1,2,2
1899880,3,0,0,1
1900069,4,1,2,2
1900319,4,1,2,3
1900465,4,1,2,2
1901554,4,1,2,1
1903954,4,0,3,3
1904083,3,0,3,1
1904548,4,0,3,3
1904704,4,0,3,2
1906242,4,0,3,2
1907821,4,0,2,1
1910848,4,1,2,2
1911817,4,1,1,3
1912439,2,1,1,1
1913354,4,1,1,3
1913703,4,1,2,2
1914108,4,0,0,1
1914192,4,0,0,1
1915247,4,1,1,1
1915291,4,1,2,1
1915498,4,1,2,3
1915861,4,1,2,1
1915987,4,1,2,3
1917129,4,1,2,3
1918307,4,1,2,3
1918312,3,1,2,1
1918615,4,1,2,3
1919846,4,1,2,2
1919853,3,1,1,2
1919898,3,1,2,2
1919947,3,1,2,2
1920973,4,0,0,3
1921463,3,0,0,1
1922571,4,1,2,1
1923001,4,1,2,2
1923072,4,1,2,1
1923165,4,1,1,2
1923244,4,1,2,3
1923287,4,1,2,1
1923821,4,1,2,2
1923955,4,1,2,3
1923981,3,1,2,1
1924384,4,1,2,3
1924700,3,1,2,3
1924755,4,1,2,2
1924959,4,1,2,3
1925337,4,1,2,3
1925449,3,1,2,3
1925477,4,1,3,2
1925610,3,1,1,1
1926507,4,1,2,3
1926668,4,1,2,1
1926854,4,1,2,2
1926866,4,1,3,2
1927003,4,1,1,3
1927004,3,0,0,0
1927021,3,1,2,2
1927338,4,1,2,2
1927339,4,1,2,2
1927950,4,1,2,3
1928004,1,1,2,0
1928609,4,1,2,1
1928755,4,1,1,2
1928940,4,1,2,1
1929146,4,0,3,1
1929151,4,1,2,1
1929205,4,1,2,2
1929262,4,1,2,3
1929431,4,1,0,3
1929514,3,1,2,2
1930227,3,1,2,3
1930572,4,1,2,1
1930730,3,0,3,3
1930793,2,1,2,3
1930810,4,1,2,1
1930942,3,1,2,2
1931213,4,1,2,3
1931235,4,1,2,1
1931489,4,1,2,2
1931497,4,0,0,3
1932160,3,1,2,1
1932207,4,1,2,1
1932235,3,1,2,1
1932389,4,1,2,3
1932393,4,1,2,2
1932451,4,1,2,1
1932817,2,1,2,1
1932819,4,1,2,2
1932958,4,1,2,2
1933191,4,0,3,2
1933254,4,0,0,1
1933459,4,1,2,2
1933552,4,1,2,3
1933599,4,1,2,1
1933633,4,1,2,3
1933702,4,1,2,3
1933830,4,1,2,2
1934075,4,1,2,2
1934260,4,0,3,2
1934406,4,1,3,3
1934787,4,1,3,3
1935106,4,0,3,3
1935417,4,1,2,2
1935619,4,0,3,2
1936069,4,1,1,2
1936394,4,1,2,2
1936478,4,1,1,1
1936800,4,1,2,3
1938005,4,0,0,3
1938142,4,1,2,2
1938743,4,1,2,1
1939369,4,1,2,2
1939666,4,1,1,2
1939754,3,1,2,3
1939762,4,1,2,1
1939775,4,1,2,2
1939900,3,1,2,1
1940096,4,1,2,2
1940121,4,1,2,3
1940174,4,1,2,1
1941011,3,0,3,3
1941100,3,1,2,2
1941271,4,1,2,1
1941902,3,1,2,1
1942017,4,1,2,3
1942058,4,1,2,3
1942083,4,1,2,2
1942223,4,1,2,3
1942296,4,1,2,2
1942299,4,1,2,1
1942625,4,1,2,1
1942758,4,1,2,1
1942787,4,1,2,1
1942828,4,1,2,1
1943470,4,1,2,1
1943586,4,1,2,2
1943718,4,1,2,2
1943961,2,1,2,2
1944457,4,1,2,0
1944510,4,1,1,1
1944862,4,1,2,1
1944905,4,1,2,2
1945150,3,1,2,2
1945248,4,1,2,1
1945371,4,0,0,1
1945579,4,1,2,3
1945589,4,1,2,2
1945700,4,1,2,3
1945816,2,1,2,3
1945855,3,1,1,3
1946023,3,1,2,1
1946107,4,1,3,3
1946327,3,1,2,2
1946379,3,1,1,3
1946397,2,1,2,1
1946463,4,1,2,2
1946562,2,1,2,3
1946595,4,1,3,1
1946833,4,1,2,2
1946963,4,1,2,2
1947355,4,1,2,3
1948277,4,1,2,2
1948340,4,1,1,3
1948561,4,1,2,2
1949144,3,1,2,3
1949444,4,1,2,1
1949502,2,1,2,1
1949508,4,1,2,3
1949526,2,1,2,1
1949624,4,1,0,2
1950286,3,1,2,1
1950466,4,1,2,2
1950577,4,1,2,3
1950688,4,1,2,3
1950689,4,1,0,1
1950690,4,1,2,1
1950946,4,1,2,3
1951003,4,1,2,3
1951279,4,1,1,3
1951390,3,1,1,3
1951397,4,1,2,3
1951417,4,0,3,2
1951428,4,1,2,3
1951931,4,1,2,2
1951984,3,1,2,1
1951988,3,1,2,1
1951989,3,1,2,1
1951990,4,1,2,1
1951991,4,1,2,2
1951993,4,1,2,1
1952001,3,1,2,2
1952054,4,1,2,3
1952201,4,1,2,2
1952386,4,1,2,2
1952391,4,1,2,2
1952676,4,1,2,2
1952847,4,1,2,2
1952923,2,1,2,3
1953106,3,1,1,3
1953354,4,1,2,3
1953362,4,1,2,2
1955153,4,1,1,3
1955231,4,1,2,2
1955340,2,1,2,1
1955728,4,1,1,3
1955747,3,1,2,2
1955750,4,1,2,2
1957176,3,1,2,2
1957184,4,1,2,3
1957472,4,0,3,1
1958267,4,1,2,2
1959117,3,1,1,3
1959300,4,1,2,2
1960531,2,1,2,3
1960768,4,1,2,2
1961185,4,0,0,2
1963038,2,1,2,3
1963417,4,1,2,1
1963479,4,1,2,3
1963756,4,0,0,3
1963794,4,1,2,3
1964069,4,1,2,1
1964073,3,1,1,3
1964074,4,1,2,2
1964200,4,1,2,1
1964209,4,1,1,2
1964242,4,1,2,2
1964339,4,1,2,3
1964467,4,1,1,1
1964503,4,1,2,2
1965214,4,1,2,3
1965236,3,1,2,2
1965261,4,1,0,3
1965516,4,1,2,2
1965632,4,1,2,3
1965850,3,1,2,3
1966241,3,1,2,3
1966349,2,1,2,3
1966580,4,1,3,2
1966583,4,0,3,1
1967074,4,1,2,2
1967379,4,1,2,3
1967389,4,1,2,3
1967955,4,1,2,1
1968813,4,1,2,3
1969187,2,1,2,1
1969197,4,1,2,2
1969753,4,1,2,2
1969851,4,1,2,3
1969868,4,1,2,2
1970159,4,1,2,2
1970215,4,1,2,1
1970300,4,1,1,1
1970338,1,1,2,1
1970505,4,1,2,1
1970696,4,1,2,1
1970861,4,1,2,0
1971093,4,1,1,2
1971149,4,1,2,3
1971464,2,1,2,3
1971706,2,0,3,2
1971707,3,0,3,2
1971712,4,0,3,2
1971929,4,1,3,1
1972108,2,1,2,1
1972287,4,1,1,3
1972324,3,1,1,3
1972807,4,1,2,1
1972854,3,1,2,2
1972884,2,1,2,3
1973432,4,1,2,3
1973625,4,1,2,3
1973808,4,1,2,2
1973922,4,1,2,3
1974272,4,1,2,1
1974583,1,1,2,0
1974724,4,1,1,1
1974984,4,0,3,2
1975181,4,1,2,3
1975609,4,1,2,3
1975664,2,1,2,3
1976109,3,1,2,2
1976319,4,1,1,1
1976454,4,1,2,1
1976610,3,1,2,3
1976612,3,1,2,3
1976643,3,1,2,1
1976777,4,1,2,3
1977589,3,1,2,2
1977592,4,1,2,2
1977857,4,1,2,1
1978263,4,1,2,1
1978309,4,1,2,2
