movie2actor_id,movie_id,actor_id,cast_num
187,1693818,1709571,0
188,1693818,2468959,0
189,1693880,556154,0
190,1693880,708729,0
191,1694141,572190,0
192,1695219,1310815,0
193,1696165,1553408,0
194,1696396,1068684,0
195,1696396,1906395,0
196,1696473,31015,0
197,1696473,426820,0
198,1696473,2202745,0
199,1696789,1612508,0
205,1698667,1720424,0
206,1698960,1055775,0
207,1698972,59992,0
208,1699546,1977310,0
209,1703410,2006485,0
210,1703679,2568537,0
211,1704577,1313995,0
212,1705196,309536,0
213,1705196,1167485,0
214,1705196,2129446,0
215,1706079,1921922,0
216,1709892,2497369,0
217,1710673,275673,0
218,1710673,905544,0
219,1710673,2733751,0
220,1710994,1765027,0
221,1711356,708887,0
222,1711383,1150200,0
223,1714991,589330,0
224,1714991,1172376,0
225,1714991,2194442,0
226,1715025,2413264,0
227,1715025,2745660,0
228,1716020,323894,0
229,1716452,2468136,0
230,1717117,218637,0
231,1717117,1561895,0
232,1718318,990076,0
233,1718318,2240711,0
234,1718342,2561075,0
240,1721750,744438,0
241,1721750,1115620,0
242,1721750,1352659,0
243,1722098,2064325,0
244,1722164,1694069,0
245,1722164,1838055,0
246,1722174,4,0
247,1722174,402831,0
248,1722174,479268,0
249,1722174,640748,0
250,1722174,668443,0
251,1722174,695718,0
252,1722174,782522,0
253,1722174,783663,0
254,1722174,1094677,0
255,1722174,1166142,0
256,1722174,1187084,0
257,1722174,1310427,0
258,1722174,1470284,0
259,1722174,1565216,0
260,1722174,1567000,0
261,1722174,2050183,0
262,1722174,2602210,0
263,1722181,699535,0
264,1722181,904376,0
265,1722181,2382785,0
266,1722181,2709823,0
267,1722198,644665,0
268,1722198,1309045,0
269,1722198,1890982,0
270,1722761,448238,0
271,1722761,960571,0
272,1724000,2413264,0
273,1724179,697070,0
274,1724179,734575,0
275,1724179,864816,0
276,1724179,2522544,0
277,1724193,286362,0
278,1726761,40327,0
279,1726761,164722,0
280,1726761,325775,0
281,1726761,541860,0
282,1726761,541946,0
283,1726761,541958,0
284,1726761,543239,0
285,1726761,560107,0
286,1727237,1847008,0
287,1727413,266087,0
288,1727413,288731,0
289,1727413,692422,0
290,1727413,828628,0
291,1727413,1154731,0
292,1727413,2484914,0
293,1729260,1353005,0
305,1730457,446933,0
306,1730457,2712522,0
307,1730566,1639956,0
308,1730566,2493323,0
309,1730836,183410,0
310,1730836,568533,0
311,1730836,836672,0
312,1730836,864950,0
313,1730836,984506,0
314,1730836,1243340,0
315,1730836,1636223,0
316,1730836,1636224,0
317,1730836,1936246,0
318,1730836,2059478,0
319,1730836,2059525,0
320,1730836,2059616,0
321,1730836,2085059,0
322,1730836,2465252,0
323,1730836,2507033,0
324,1730836,2675737,0
325,1730836,2692868,0
326,1732496,1475537,0
327,1732858,31751,0
328,1733111,91859,0
329,1733111,93020,0
330,1733111,93023,0
331,1733111,141223,0
332,1733111,265336,0
333,1733111,265469,0
334,1733111,273322,0
335,1733111,544527,0
336,1733111,565584,0
337,1733111,565642,0
338,1733111,1079823,0
339,1733111,1112492,0
340,1733111,1127378,0
341,1733111,1203815,0
342,1733111,1204676,0
343,1733111,1369363,0
344,1733111,1438175,0
345,1733111,1438182,0
346,1733111,1507882,0
347,1733111,1590020,0
348,1733111,1777651,0
349,1733111,1823833,0
350,1733111,1990856,0
351,1733111,2113656,0
352,1733111,2440517,0
353,1733111,2492595,0
354,1733111,2529423,0
355,1733111,2567111,0
356,1733566,59992,0
357,1733566,132226,0
358,1733566,336574,0
359,1733566,722474,0
360,1733566,1264930,0
361,1733566,1323071,0
362,1733566,1738352,0
363,1734369,91701,0
364,1734369,91833,0
365,1734369,141223,0
366,1734369,141315,0
367,1734369,141501,0
368,1734369,273254,0
369,1734369,273329,0
370,1734369,565634,0
371,1734369,565652,0
372,1734369,977803,0
373,1734369,977806,0
374,1734369,1472865,0
375,1734369,1990794,0
376,1734369,1990802,0
377,1734369,1990907,0
378,1735791,121023,0
379,1735791,576899,0
380,1735791,712107,0
381,1735791,860877,0
382,1735791,1361581,0
383,1736268,1264928,0
384,1737713,378285,0
385,1737713,415472,0
386,1737713,1138320,0
387,1737713,1293901,0
388,1737713,1825942,0
389,1737713,2477188,0
390,1737766,2184595,0
391,1738481,492021,0
392,1738481,881042,0
393,1738481,1783306,0
394,1740752,908369,0
395,1741487,111112,0
396,1741682,992711,0
397,1743028,599169,0
398,1744391,350708,0
399,1744809,851,0
400,1744809,446819,0
401,1744809,782978,0
402,1744811,756581,0
403,1746829,23998,0
404,1746829,59992,0
405,1746829,389622,0
406,1746829,415664,0
407,1746829,598496,0
408,1746829,912926,0
409,1746829,1054099,0
410,1746829,1066587,0
411,1746829,1167513,0
412,1746829,1491529,0
413,1746829,1510315,0
414,1746829,1567388,0
415,1746829,1607488,0
416,1746829,1609766,0
417,1746829,1664979,0
418,1746829,1735440,0
419,1746829,2136955,0
420,1746829,2244567,0
421,1746829,2376054,0
422,1746829,2491930,0
423,1747545,502063,0
424,1747545,779842,0
425,1747649,709612,0
426,1748219,342571,0
427,1748317,2533335,0
428,1749222,979963,0
429,1749438,302710,0
430,1749438,648213,0
431,1749438,1363197,0
432,1749438,1703580,0
433,1749438,1818778,0
434,1749438,2084608,0
435,1749438,2348231,0
436,1749683,1176890,0
437,1749731,233951,0
438,1749731,1430395,0
439,1749735,442730,0
440,1749735,1662635,0
441,1749891,429607,0
442,1750660,1530927,0
443,1751872,1262784,0
444,1751872,2363431,0
445,1751872,2407166,0
446,1753266,250300,0
447,1753266,1446399,0
448,1753266,1724100,0
449,1753266,1856972,0
450,1753266,1914840,0
451,1753348,22703,0
452,1753348,26048,0
453,1753348,118891,0
454,1753348,315735,0
455,1753348,367533,0
456,1753348,432653,0
457,1753348,447537,0
458,1753348,649152,0
459,1753348,698371,0
460,1753348,700482,0
461,1753348,707111,0
462,1753348,1132945,0
463,1753348,1454837,0
464,1753348,1522816,0
465,1753348,1542649,0
466,1753348,1736398,0
467,1753348,1812148,0
468,1753348,1860190,0
469,1753348,1920611,0
470,1753348,1929890,0
471,1753348,1969024,0
472,1753348,2086767,0
473,1753348,2163528,0
474,1753348,2225268,0
475,1753348,2258998,0
476,1753348,2270110,0
477,1753348,2404406,0
478,1753348,2506771,0
479,1753348,2547542,0
480,1753348,2723157,0
481,1753348,2725009,0
482,1753400,1346397,0
483,1753400,1462583,0
484,1753400,1470042,0
485,1753400,1712422,0
486,1753400,1933592,0
487,1754884,474413,0
488,1754884,492516,0
489,1754884,1331630,0
490,1754884,1407879,0
491,1754884,1630810,0
492,1754884,1866010,0
493,1754884,1895877,0
494,1754884,2053569,0
495,1754884,2105103,0
496,1754884,2334109,0
497,1754884,2381812,0
498,1754884,2528250,0
499,1755813,198871,0
500,1755813,582080,0
501,1755813,1114110,0
502,1755813,1166142,0
503,1755813,1276263,0
504,1755813,1329406,0
505,1755813,1432091,0
506,1755813,1523356,0
507,1755813,1766180,0
508,1755813,2228383,0
509,1756051,902104,0
510,1756768,1831167,0
511,1756768,1955899,0
512,1757342,1449621,0
513,1757423,2599632,0
514,1757698,182433,0
515,1757698,1669737,0
516,1757698,2167010,0
517,1759983,831106,0
518,1759983,1501317,0
519,1760586,163464,0
520,1760586,174354,0
521,1760586,346348,0
522,1760586,353555,0
523,1760586,455791,0
524,1760586,608525,0
525,1760586,672021,0
526,1760586,705039,0
527,1760586,819384,0
528,1760586,880089,0
529,1760586,892256,0
530,1760586,910838,0
531,1760586,1002293,0
532,1760586,1068649,0
533,1760586,1081071,0
534,1760586,1134795,0
535,1760586,1259345,0
536,1760586,1269696,0
537,1760586,1328759,0
538,1760586,1356204,0
539,1760586,1512124,0
540,1760586,1682065,0
541,1760586,2326006,0
542,1760752,119860,0
543,1762174,402083,0
544,1762174,645542,0
545,1762174,645741,0
546,1762174,645768,0
547,1762174,696129,0
548,1762174,1473319,0
549,1762174,2535349,0
550,1762644,197860,0
551,1762644,857819,0
552,1762644,1179499,0
553,1762644,1240281,0
554,1763653,525280,0
555,1763653,1032483,0
556,1765108,31751,0
557,1765164,807799,0
558,1765164,810095,0
559,1765164,1513139,0
560,1765787,1002661,0
561,1766407,316712,0
562,1766407,500596,0
563,1766407,1418511,0
564,1766407,1453601,0
565,1766407,1823635,0
566,1766407,1972912,0
567,1766407,2622703,0
568,1766427,1590890,0
569,1767110,401842,0
570,1767110,481386,0
571,1767110,668725,0
572,1767110,776519,0
573,1767110,894861,0
574,1767110,960458,0
575,1767110,1177765,0
576,1767110,1240175,0
577,1767110,1375054,0
578,1767110,1445605,0
579,1767110,1632315,0
580,1767110,1703581,0
581,1767110,2532452,0
582,1767537,977990,0
583,1767537,2525708,0
584,1768211,1762425,0
585,1768211,1762643,0
586,1768211,1763330,0
587,1768211,2744807,0
588,1770285,1490705,0
589,1771673,43036,0
590,1771673,158672,0
591,1771673,170996,0
592,1771673,181404,0
593,1771673,227967,0
594,1771673,278185,0
595,1771673,312112,0
596,1771673,362057,0
597,1771673,760751,0
598,1771673,1110587,0
599,1771673,1148348,0
600,1771673,1421409,0
601,1771673,1429313,0
602,1771673,1503867,0
603,1771673,1709341,0
604,1771673,1851483,0
605,1771673,1900824,0
606,1771673,2080142,0
607,1771673,2113915,0
608,1771673,2208225,0
609,1771673,2500438,0
610,1773436,40370,0
611,1773436,501309,0
612,1773436,591568,0
613,1773436,1028823,0
614,1775854,1829362,0
615,1776407,257339,0
616,1776407,815064,0
617,1776407,823040,0
618,1777297,779162,0
619,1777297,833197,0
620,1778025,921540,0
621,1778258,1496947,0
622,1778258,2166947,0
623,1778697,1729796,0
624,1779474,1781823,0
625,1779868,314440,0
626,1780022,157698,0
627,1780595,743441,0
628,1780595,2080401,0
629,1780595,2336344,0
630,1780992,2263939,0
631,1780992,2436564,0
632,1783641,674662,0
633,1783641,1616374,0
634,1783892,62662,0
638,1784206,649333,0
639,1784206,1249219,0
640,1785265,1100258,0
641,1786136,10345,0
642,1786136,604571,0
643,1786142,45879,0
644,1786142,95688,0
645,1786142,144714,0
646,1786142,286807,0
647,1786142,286846,0
648,1786142,362222,0
649,1786142,515748,0
650,1786142,592150,0
651,1786142,681258,0
652,1786142,846000,0
653,1786142,922444,0
654,1786142,1156810,0
655,1786142,1167247,0
656,1786142,1232732,0
657,1786142,1296874,0
658,1786142,1389159,0
659,1786142,1529467,0
660,1786142,1692729,0
661,1786142,1718008,0
662,1786142,1814807,0
663,1786142,1879610,0
664,1786142,2052338,0
665,1786142,2607371,0
666,1786142,2708250,0
667,1786236,26763,0
668,1786566,2484913,0
669,1787149,2152613,0
670,1787428,43449,0
671,1787428,1385938,0
672,1787511,153282,0
673,1788314,296438,0
674,1788314,803030,0
675,1788314,1119811,0
676,1788314,1332064,0
677,1788621,298425,0
678,1788621,799471,0
679,1788621,1576229,0
680,1788621,2256355,0
681,1790311,1119937,0
682,1790311,1138895,0
683,1790311,2304761,0
684,1790530,194786,0
685,1790530,450629,0
686,1790530,483658,0
687,1790530,851168,0
688,1790530,1008724,0
689,1790530,1279031,0
690,1790530,1623866,0
691,1790530,1761331,0
692,1790530,2020352,0
693,1790530,2502474,0
694,1790753,67523,0
695,1790753,111524,0
696,1790753,118194,0
697,1790753,125597,0
698,1790753,128275,0
699,1790753,132944,0
700,1790753,133330,0
701,1790753,138587,0
702,1790753,145961,0
703,1790753,161108,0
704,1790753,200202,0
705,1790753,214687,0
706,1790753,227370,0
707,1790753,230994,0
708,1790753,238470,0
709,1790753,259833,0
710,1790753,268300,0
711,1790753,270151,0
712,1790753,272413,0
713,1790753,288731,0
714,1790753,317685,0
715,1790753,317795,0
716,1790753,336849,0
717,1790753,359997,0
718,1790753,363689,0
719,1790753,389622,0
720,1790753,405260,0
721,1790753,405262,0
722,1790753,408389,0
723,1790753,430969,0
724,1790753,434179,0
725,1790753,436242,0
726,1790753,444827,0
727,1790753,446649,0
728,1790753,450540,0
729,1790753,455129,0
730,1790753,493477,0
731,1790753,495158,0
732,1790753,507962,0
733,1790753,511059,0
734,1790753,511733,0
735,1790753,515722,0
736,1790753,536483,0
737,1790753,563611,0
738,1790753,589305,0
739,1790753,599351,0
740,1790753,623612,0
741,1790753,648213,0
742,1790753,663859,0
743,1790753,705083,0
744,1790753,705088,0
745,1790753,705182,0
746,1790753,705939,0
747,1790753,720098,0
748,1790753,724433,0
749,1790753,770042,0
750,1790753,773074,0
751,1790753,799471,0
752,1790753,815064,0
753,1790753,878257,0
754,1790753,894301,0
755,1790753,942492,0
756,1790753,948113,0
757,1790753,954463,0
758,1790753,964910,0
759,1790753,991257,0
760,1790753,1008970,0
761,1790753,1008999,0
762,1790753,1009004,0
763,1790753,1078704,0
764,1790753,1115255,0
765,1790753,1147415,0
766,1790753,1147426,0
767,1790753,1154731,0
768,1790753,1195029,0
769,1790753,1270331,0
770,1790753,1270835,0
771,1790753,1271040,0
772,1790753,1293703,0
773,1790753,1342549,0
774,1790753,1343459,0
775,1790753,1343522,0
776,1790753,1352885,0
777,1790753,1358595,0
778,1790753,1358793,0
779,1790753,1358794,0
780,1790753,1358796,0
781,1790753,1358797,0
782,1790753,1408149,0
783,1790753,1418230,0
784,1790753,1523235,0
785,1790753,1601583,0
786,1790753,1608711,0
787,1790753,1630546,0
788,1790753,1687712,0
789,1790753,1694006,0
790,1790753,1694941,0
791,1790753,1709038,0
792,1790753,1717853,0
793,1790753,1721145,0
794,1790753,1721783,0
795,1790753,1751324,0
796,1790753,1757426,0
797,1790753,1797239,0
798,1790753,1797277,0
799,1790753,1797303,0
800,1790753,1842618,0
801,1790753,1859046,0
802,1790753,1877030,0
803,1790753,1934155,0
804,1790753,1942531,0
805,1790753,1954246,0
806,1790753,1995047,0
807,1790753,2006706,0
808,1790753,2010689,0
809,1790753,2011862,0
810,1790753,2032088,0
811,1790753,2039003,0
812,1790753,2058899,0
813,1790753,2072973,0
814,1790753,2075532,0
815,1790753,2078833,0
816,1790753,2128135,0
817,1790753,2143037,0
818,1790753,2154717,0
819,1790753,2214581,0
820,1790753,2218250,0
821,1790753,2254890,0
822,1790753,2269261,0
823,1790753,2273093,0
824,1790753,2291361,0
825,1790753,2297348,0
826,1790753,2306305,0
827,1790753,2357494,0
828,1790753,2413270,0
829,1790753,2475849,0
830,1790753,2522812,0
831,1790753,2522816,0
832,1790753,2592622,0
833,1790753,2607330,0
834,1790753,2640870,0
835,1790753,2703256,0
836,1790753,2710379,0
837,1790753,2729277,0
838,1790753,2738161,0
839,1790780,82981,0
840,1790780,202657,0
841,1790780,294757,0
842,1790780,480746,0
843,1790780,517565,0
844,1790780,631852,0
845,1790780,631853,0
846,1790780,739029,0
847,1790780,798980,0
848,1790780,816556,0
849,1790780,847969,0
850,1790780,867732,0
851,1790780,1111870,0
852,1790780,1111955,0
853,1790780,1144290,0
854,1790780,1340649,0
855,1790780,1505170,0
856,1790780,1543198,0
857,1790780,1738971,0
858,1790780,2570112,0
859,1792218,1275953,0
860,1792281,1548877,0
861,1793604,207814,0
862,1793604,413613,0
863,1793604,511304,0
864,1793604,591897,0
865,1793604,1040058,0
866,1794215,1755201,0
867,1795427,1275953,0
868,1795631,2588922,0
869,1795698,1306290,0
870,1796704,1885366,0
871,1801311,453319,0
872,1801311,1706187,0
873,1801311,1843317,0
874,1801311,2207051,0
875,1802287,413758,0
876,1802287,1042522,0
877,1802287,1490393,0
878,1802287,1663698,0
879,1802287,2601298,0
880,1802287,2607888,0
881,1802677,1335911,0
882,1803115,1931557,0
883,1804427,51168,0
884,1804484,101145,0
885,1804484,342968,0
886,1804484,1356672,0
887,1804484,1465483,0
888,1804484,1777848,0
889,1804484,2039003,0
890,1804484,2368575,0
891,1804484,2368581,0
892,1804484,2376650,0
893,1804484,2382231,0
894,1804484,2596882,0
895,1804779,1272887,0
896,1804947,2317264,0
897,1805799,991076,0
898,1806914,1694741,0
899,1807303,779293,0
900,1807444,940168,0
901,1807444,2303467,0
902,1808298,158034,0
903,1808298,392434,0
904,1808298,393292,0
905,1808298,664704,0
906,1808298,750549,0
907,1808298,1275788,0
908,1808298,1679773,0
909,1808298,2720142,0
910,1808524,221291,0
911,1808524,997359,0
912,1808524,1495704,0
913,1808524,1893152,0
914,1808524,2526368,0
915,1809047,2700927,0
916,1809149,51749,0
917,1809149,186830,0
918,1809149,245274,0
919,1809149,349639,0
920,1809149,350123,0
921,1809149,374673,0
922,1809149,374699,0
923,1809149,381645,0
924,1809149,419595,0
925,1809149,496245,0
926,1809149,532605,0
927,1809149,910799,0
928,1809149,928142,0
929,1809149,933298,0
930,1809149,944047,0
931,1809149,992284,0
932,1809149,1052559,0
933,1809149,1143523,0
934,1809149,1232154,0
935,1809149,1264074,0
936,1809149,1299212,0
937,1809149,1348242,0
938,1809149,1359389,0
939,1809149,1401023,0
940,1809149,1402488,0
941,1809149,1784002,0
942,1809149,1810250,0
943,1809149,1885989,0
944,1809149,1959552,0
945,1809149,1963430,0
946,1809149,1975422,0
947,1809149,2273521,0
948,1809149,2302022,0
949,1809149,2355798,0
950,1809149,2387361,0
951,1809149,2415851,0
952,1809149,2496730,0
953,1809149,2569356,0
954,1809149,2581858,0
955,1809149,2659000,0
956,1809984,471748,0
957,1810092,218357,0
958,1810092,406934,0
959,1810092,934272,0
960,1810092,1891775,0
961,1811382,878868,0
962,1811382,1611713,0
963,1811626,416366,0
967,1816238,248838,0
968,1816238,590556,0
969,1816238,661369,0
970,1816238,1309045,0
971,1816238,1510315,0
972,1816742,152413,0
973,1816742,273603,0
974,1816742,456339,0
975,1816742,848323,0
976,1816742,907406,0
977,1816742,933876,0
978,1817898,1738495,0
979,1819870,685975,0
980,1820147,143190,0
981,1820147,145741,0
982,1820147,753183,0
983,1820147,802415,0
984,1820147,855474,0
985,1820147,864475,0
986,1820147,865480,0
987,1820147,865481,0
988,1820147,870582,0
989,1820147,929451,0
990,1820147,1182650,0
991,1820147,1292951,0
992,1820147,1548689,0
993,1820147,1592114,0
994,1820147,2249031,0
995,1820147,2312778,0
996,1820147,2497431,0
997,1820147,2588363,0
998,1820147,2660734,0
999,1820400,421157,0
1000,1820400,808637,0
1001,1820400,1027317,0
1002,1820400,1246567,0
1003,1820400,1306290,0
1004,1820400,1527502,0
1005,1820400,1731457,0
1006,1820400,1858536,0
1007,1820400,1969024,0
1008,1820400,2054021,0
1009,1820400,2082472,0
1010,1820400,2413264,0
1011,1820400,2565153,0
1012,1820400,2622108,0
1013,1820400,2718853,0
1014,1821619,357934,0
1015,1821807,1865091,0
1016,1822607,665818,0
1017,1822639,470045,0
1018,1822639,578660,0
1019,1822639,604662,0
1020,1822639,662609,0
1021,1822639,684143,0
1022,1822639,715224,0
1023,1822639,1246228,0
1024,1822639,1506437,0
1025,1822639,1601587,0
1026,1822639,1855263,0
1027,1822639,2092896,0
1028,1822639,2710236,0
1029,1823008,1910038,0
1034,1824623,782978,0
1035,1824623,859848,0
1036,1824623,1698167,0
1037,1824685,204446,0
1038,1824923,554721,0
1039,1825343,67523,0
1040,1825343,549450,0
1041,1825343,648213,0
1042,1825343,894301,0
1043,1825343,2368581,0
1044,1825343,2444208,0
1045,1825343,2519246,0
1046,1826286,594584,0
1047,1828055,77245,0
1048,1828055,183180,0
1049,1828055,252772,0
1050,1828055,263710,0
1051,1828055,574230,0
1052,1828055,649903,0
1053,1828055,927409,0
1054,1828055,1066518,0
1055,1828055,1150813,0
1056,1828055,1464202,0
1057,1828055,1592709,0
1058,1828055,1807900,0
1059,1828055,1858305,0
1060,1828055,1865800,0
1061,1828055,2151155,0
1062,1828055,2160293,0
1063,1828055,2406048,0
1064,1828055,2662909,0
1065,1829882,168337,0
1075,1830564,1153102,0
1076,1830564,1448548,0
1077,1831790,59992,0
1078,1831790,298328,0
1079,1831790,692422,0
1080,1831790,829894,0
1081,1831790,964910,0
1082,1831790,1026749,0
1083,1831790,1154731,0
1084,1831790,1358794,0
1085,1831790,1721783,0
1086,1833995,84935,0
1087,1833995,304774,0
1088,1833995,1182270,0
1089,1833995,1723889,0
1090,1833995,1973248,0
1091,1833995,2279824,0
1092,1834154,23364,0
1093,1834154,248383,0
1094,1834154,324000,0
1095,1834154,582940,0
1104,1835442,60610,0
1105,1835442,219023,0
1106,1835442,724163,0
1107,1835442,829798,0
1108,1835442,1270281,0
1109,1835442,1426375,0
1110,1836375,217540,0
1111,1836375,404311,0
1112,1836375,474869,0
1113,1836375,489701,0
1114,1836375,797720,0
1115,1836375,1155756,0
1116,1836375,1219033,0
1117,1836375,1339373,0
1118,1836375,1358794,0
1119,1836375,1435790,0
1120,1836375,1631854,0
1121,1836375,2264602,0
1122,1836375,2317565,0
1123,1836375,2602486,0
1124,1836516,336380,0
1129,1837467,2389154,0
1130,1837962,1121127,0
1131,1838619,769693,0
1132,1838619,1375272,0
1133,1838773,186220,0
1134,1838773,460265,0
1135,1838773,682601,0
1136,1838773,692422,0
1137,1838773,1253818,0
1138,1838773,1331630,0
1139,1843039,1479892,0
1140,1843756,73378,0
1141,1843756,446619,0
1142,1844997,552176,0
1143,1844997,835938,0
1144,1844997,922829,0
1145,1844997,2085816,0
1146,1846990,432743,0
1147,1847035,857080,0
1148,1847035,1218421,0
1149,1847035,1567197,0
1150,1847035,1580026,0
1151,1847035,1843931,0
1152,1847048,2302415,0
1153,1847080,708038,0
1154,1847235,1033727,0
1155,1847595,290382,0
1156,1847595,1104831,0
1157,1847739,546085,0
1158,1851871,81936,0
1159,1851871,161008,0
1160,1851871,262935,0
1161,1851871,460027,0
1162,1851871,538349,0
1163,1851871,745788,0
1164,1851871,800216,0
1165,1851871,896492,0
1166,1851871,926371,0
1167,1851871,984494,0
1168,1851871,1082800,0
1169,1851871,1157186,0
1170,1851871,1250140,0
1171,1851871,1256946,0
1172,1851871,1316469,0
1173,1851871,1320910,0
1174,1851871,1423360,0
1175,1851871,1516708,0
1176,1851871,1997551,0
1177,1851871,2082954,0
1178,1851871,2109344,0
1179,1851871,2126851,0
1180,1851871,2140152,0
1181,1851871,2180627,0
1182,1851871,2194571,0
1183,1851871,2282070,0
1184,1851871,2406168,0
1185,1851871,2690367,0
1186,1851871,2694493,0
1187,1852976,1572556,0
1188,1853104,131264,0
1189,1853531,168241,0
1190,1853531,192179,0
1191,1853531,706884,0
1192,1853531,970794,0
1193,1853531,1704988,0
1194,1853531,1751533,0
1196,1856672,202303,0
1197,1856727,570131,0
1198,1857796,95690,0
1199,1857796,338431,0
1200,1857796,622351,0
1201,1857796,671936,0
1202,1857796,833099,0
1203,1857796,833105,0
1204,1857796,1034076,0
1205,1857796,1452277,0
1206,1857796,1469796,0
1207,1857796,1690218,0
1208,1857796,1882309,0
1209,1857796,1934210,0
1210,1857796,2104671,0
1211,1857796,2464325,0
1212,1857796,2592918,0
1213,1857796,2679763,0
1214,1859092,959935,0
1215,1859351,265551,0
1216,1859351,2029174,0
1217,1859542,1845449,0
1218,1861514,1864783,0
1219,1861514,1968960,0
1220,1866000,1173232,0
1221,1868310,2253397,0
1229,1869304,2605808,0
1230,1870132,175430,0
1231,1870132,242828,0
1232,1870132,272011,0
1233,1870132,320362,0
1234,1870132,351891,0
1235,1870132,663805,0
1236,1870132,683984,0
1237,1870132,822960,0
1238,1870132,1036806,0
1239,1870132,1147882,0
1240,1870132,1178851,0
1241,1870132,1340490,0
1242,1870132,1475905,0
1243,1870132,1496118,0
1244,1870132,1618388,0
1245,1870132,1649798,0
1246,1870132,1688155,0
1247,1870132,1717814,0
1248,1870132,1723262,0
1249,1870132,1820107,0
1250,1870132,2034739,0
1251,1870132,2173485,0
1252,1870132,2610455,0
1253,1870151,166982,0
1254,1870151,250306,0
1255,1870151,476881,0
1256,1870151,1154731,0
1257,1870151,1681497,0
1258,1870151,1924370,0
1259,1872587,583471,0
1260,1873263,560553,0
1261,1873263,692422,0
1262,1873263,846709,0
1263,1873263,1331007,0
1264,1873263,1693856,0
1265,1874284,500700,0
1266,1874284,1692116,0
1267,1874295,1329997,0
1268,1875013,526318,0
1269,1875013,580282,0
1270,1875013,682567,0
1271,1875013,685927,0
1272,1875013,692422,0
1273,1875013,740160,0
1274,1875013,819401,0
1275,1875013,845350,0
1276,1875013,887750,0
1277,1875013,1058921,0
1278,1875013,1125841,0
1279,1875013,1195029,0
1280,1875013,1381745,0
1281,1875013,1416558,0
1282,1875013,1604345,0
1283,1875013,1995047,0
1284,1876090,143395,0
1285,1876090,520827,0
1286,1876090,873417,0
1287,1876090,917673,0
1288,1876090,1019156,0
1289,1876090,1100215,0
1290,1876090,1221199,0
1291,1876090,1517736,0
1292,1876090,2741769,0
1293,1878227,850388,0
1294,1878227,1722670,0
1295,1878669,146387,0
1296,1878669,577289,0
1297,1878669,605990,0
1298,1878669,1112363,0
1299,1878669,2340561,0
1300,1878669,2524528,0
1301,1878669,2594310,0
1302,1879298,1896700,0
1303,1879599,2128307,0
1304,1880648,2609096,0
1305,1883527,2665466,0
1306,1883660,1331630,0
1307,1884087,253219,0
1308,1886005,144093,0
1314,1888780,267348,0
1315,1888780,510006,0
1316,1888780,510890,0
1317,1888780,812306,0
1318,1888780,830959,0
1319,1888780,1432097,0
1320,1888780,1459677,0
1321,1888780,1946809,0
1322,1888780,2033095,0
1323,1888780,2254710,0
1324,1888780,2275809,0
1325,1888780,2373472,0
1326,1888780,2429503,0
1327,1888780,2579334,0
1328,1888780,2579337,0
1329,1888780,2633489,0
1330,1889009,387477,0
1331,1889579,1656969,0
1332,1890357,1331630,0
1333,1890357,2674444,0
1334,1890515,202870,0
1335,1890516,532593,0
